Accession,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MN984436.1,,"Semenov,A.V., Ostankova,Y.V., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T., Totolian,A.A., Lavrent'eva,I.N.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2015,,"Hepatitis delta virus isolate HDV_Kyr1281, complete genome"
MN984437.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr1, complete genome"
MN984438.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr2, complete genome"
MN984439.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr3, complete genome"
MN984440.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1670,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr4, complete genome"
MN984441.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr5, complete genome"
MN984442.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1685,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr6, complete genome"
MN984443.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr7, complete genome"
MN984444.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1674,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr8, complete genome"
MN984445.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr9, complete genome"
MN984446.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1674,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr10, complete genome"
MN984447.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr11, complete genome"
MN984448.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr12, complete genome"
MN984449.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr13, complete genome"
MN984450.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr14, complete genome"
MN984451.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr15, complete genome"
MN984452.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr16, complete genome"
MN984453.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr17, complete genome"
MN984454.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr18, complete genome"
MN984455.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr19, complete genome"
MN984456.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1685,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr24, complete genome"
MN984457.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr28, complete genome"
MN984458.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr30, complete genome"
MN984459.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr31, complete genome"
MN984460.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr33, complete genome"
MN984461.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr34, complete genome"
MN984462.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1688,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr35, complete genome"
MN984463.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1687,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr36, complete genome"
MN984464.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr37, complete genome"
MN984465.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr38, complete genome"
MN984466.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr39, complete genome"
MN984467.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr40, complete genome"
MN984468.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1688,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr41, complete genome"
MN984469.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr42, complete genome"
MN984470.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1688,GenBank,complete,,,,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr43, complete genome"
MN401236.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2020-04-28T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Taiwan,,Homo sapiens,blood,2014-10-28,,"Hepatitis delta virus strain HDV4, complete genome"
MK890224.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1688,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-04,,"Hepatitis delta virus isolate P-04, complete genome"
MK890225.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-08,,"Hepatitis delta virus isolate QD-01, complete genome"
MK890226.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-08,,"Hepatitis delta virus isolate QD-02, complete genome"
MK890227.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-07, complete genome"
MK890228.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-11, complete genome"
MK890229.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-15, complete genome"
MK890230.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1676,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-16, complete genome"
MK890231.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-18, complete genome"
MK890232.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-22, complete genome"
MK890233.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-34, complete genome"
MK890234.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-39, complete genome"
MK890235.1,,"Naz,N., Qureshi,H., Khan,O.Y.",2019-12-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Pakistan,,Homo sapiens,blood,2018-09,,"Hepatitis delta virus isolate QD-52, complete genome"
MK234591.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN14-5, complete genome"
MK234592.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN14-10, complete genome"
MK234593.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN14-11, complete genome"
MK234594.1,,"Chao,M., Iang,S.-B., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M., Chen,C.-H.",2019-06-23T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1685,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN15, complete genome"
MH844625.1,,"Saeed,S., Naz,N., Abbas,Z., Khan,O.Y.",2019-04-24T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,,Pakistan,,,,2017-09,,"Hepatitis delta virus isolate Z-01, complete genome"
MH791027.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 52, complete genome"
MH791028.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 54, complete genome"
MH791029.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 56, complete genome"
MH791030.1,,"Isaeva,O., Karlsen,A., Kyuregyan,K., Ilchenko,L., Sariglar,A., Dongak,D., Mikhaylov,M.",2019-04-21T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Russia: Tuva Republic,,Homo sapiens,blood,2017-07,,"Hepatitis delta virus isolate 63, complete genome"
MK124579.1,,"Casey,J.L.",2019-01-29T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Italy,,Homo sapiens,,1984,,"Hepatitis delta virus clone DC-1, complete genome"
MH988742.1,,"Hetzel,U., Szirovicza,L., Smura,T., Prahause,B., Vapalahti,O., Kipar,A., Hepojoki,J.",2018-10-09T00:00:00Z,Snake deltavirus F18-5,Deltavirus,,ssRNA(-),1711,GenBank,complete,,,,Switzerland,,Boa constrictor,,2018-01,,"Snake deltavirus F18-5, complete genome"
MH824555.1,,"Wille,M., Netter,H.J., Littlejohn,M., Yuen,L., Shi,M., Eden,J.-S., Klaassen,M., Holmes,E.C., Hurt,A.C., Netter,H.",2018-10-01T00:00:00Z,Avian HDV-like agent,Deltavirus,,ssRNA(-),1706,GenBank,complete,,,,Australia,,Anas,feces,2013,,"Avian HDV-like agent, complete genome"
MG557658.1,,"Chao,M., Iang,S.-B., Lin,M.-C., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M.",2018-09-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN1, complete genome"
MG557659.1,,"Chao,M., Iang,S.-B., Lin,M.-C., Kuo,C.-Y., Chang,J.-Y., Lee,C.-M.",2018-09-09T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1677,GenBank,complete,,,,Taiwan,,,blood,,,"Hepatitis delta virus isolate TN2, complete genome"
KY463677.1,,"Belyhun,Y., Maier,M., Liebert,U.G.",2017-07-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1691,GenBank,complete,,,,Ethiopia,,Homo sapiens,,2013,,"Hepatitis delta virus isolate ETH2170-1, complete genome"
KY463678.1,,"Belyhun,Y., Maier,M., Liebert,U.G.",2017-07-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1659,GenBank,complete,,,,Ethiopia,,Homo sapiens,,2013,,"Hepatitis delta virus isolate ETH2280-1, complete genome"
KY463679.1,,"Belyhun,Y., Maier,M., Liebert,U.G.",2017-07-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Ethiopia,,Homo sapiens,,2013,,"Hepatitis delta virus isolate ETH3790-1, complete genome"
KY463680.1,,"Belyhun,Y., Maier,M., Liebert,U.G.",2017-07-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,Ethiopia,,Homo sapiens,,2013,,"Hepatitis delta virus isolate ETH4060-1, complete genome"
KY463681.1,,"Belyhun,Y., Maier,M., Liebert,U.G.",2017-07-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Ethiopia,,Homo sapiens,,2013,,"Hepatitis delta virus isolate ETH2056-1, complete genome"
KY463682.1,,"Belyhun,Y., Maier,M., Liebert,U.G.",2017-07-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Ethiopia,,Homo sapiens,blood,2013,,"Hepatitis delta virus isolate ETH4100-1, complete genome"
KY495779.1,,"Pyne,M.T., Mallory,M.A., Xie,H.B., Mei,Y., Schlaberg,R., Hillyard,D.R.",2017-04-01T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,,,,,,,"Hepatitis delta virus, complete genome"
KM110790.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1682,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate ASS, complete genome"
KM110791.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate BAL, complete genome"
KM110792.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1679,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate Bobak66, complete genome"
KM110793.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate Bobak115, complete genome"
KM110794.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate Bobak118, complete genome"
KM110795.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1683,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate MBA, complete genome"
KM110796.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1675,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate MBJ, complete genome"
KM110797.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate Mebak61, complete genome"
KM110798.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1678,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate MNN, complete genome"
KM110799.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1681,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate NAD, complete genome"
KM110800.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1680,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate PYM16, complete genome"
KM110801.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1684,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate SOG, complete genome"
KM110802.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1668,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate MUM, complete genome"
KM110803.1,,"Luetteke,N., Njouom,R., Foupouapouognigni,Y., Noah,D., Gessain,A., Muller,C.P.",2016-06-30T00:00:00Z,Hepatitis delta virus,Deltavirus,,ssRNA(-),1669,GenBank,complete,,,,Cameroon,,Homo sapiens,,,,"Hepatitis delta virus isolate PYG48, complete genome"
