Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KF866417.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 31_557_337 clone-lib P7, complete sequence"
KF866418.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 32_555_336 clone-lib P7, complete sequence"
KF866419.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 33_529_336 clone-lib P7, complete sequence"
KF866420.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 34_520_336 clone-lib P7, complete sequence"
KF866421.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 35_473_337 clone-lib P7, complete sequence"
KF866422.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 36_462_336 clone-lib P7, complete sequence"
KF866423.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 37_452_336 clone-lib P7, complete sequence"
KF866424.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 38_443_336 clone-lib P7, complete sequence"
KF866425.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 39_439_336 clone-lib P7, complete sequence"
KF866426.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 40_435_336 clone-lib P7, complete sequence"
KF866427.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 41_430_336 clone-lib P7, complete sequence"
KF866428.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 42_424_335 clone-lib P7, complete sequence"
KF866429.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 43_410_335 clone-lib P7, complete sequence"
KF866430.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 44_410_337 clone-lib P7, complete sequence"
KF866431.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 45_408_335 clone-lib P7, complete sequence"
KF866432.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 46_404_337 clone-lib P7, complete sequence"
KF866433.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 47_392_336 clone-lib P7, complete sequence"
KF866434.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 48_386_335 clone-lib P7, complete sequence"
KF866435.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 49_384_337 clone-lib P7, complete sequence"
KF866436.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 50_367_337 clone-lib P7, complete sequence"
KF866437.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 51_363_335 clone-lib P7, complete sequence"
KF866438.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 52_345_336 clone-lib P7, complete sequence"
KF866439.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 53_343_336 clone-lib P7, complete sequence"
KF866440.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 54_341_336 clone-lib P7, complete sequence"
KF866441.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 55_322_337 clone-lib P7, complete sequence"
KF866442.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 56_314_336 clone-lib P7, complete sequence"
KF866443.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 57_304_336 clone-lib P7, complete sequence"
KF866444.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 58_299_337 clone-lib P7, complete sequence"
KF866445.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 59_287_337 clone-lib P7, complete sequence"
KF866446.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 60_278_336 clone-lib P7, complete sequence"
KF866447.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 61_263_335 clone-lib P7, complete sequence"
KF866448.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 62_259_336 clone-lib P7, complete sequence"
KF866449.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 63_252_336 clone-lib P7, complete sequence"
KF866450.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 64_249_336 clone-lib P7, complete sequence"
KF866451.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 65_247_336 clone-lib P7, complete sequence"
KF866452.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 66_247_335 clone-lib P7, complete sequence"
KF866453.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 67_242_337 clone-lib P7, complete sequence"
KF866454.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 68_238_337 clone-lib P7, complete sequence"
KF866455.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 69_234_337 clone-lib P7, complete sequence"
KF866456.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 70_219_335 clone-lib P7, complete sequence"
KF866457.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 71_217_337 clone-lib P7, complete sequence"
KF866458.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 72_217_336 clone-lib P7, complete sequence"
KF866459.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 73_214_336 clone-lib P7, complete sequence"
KF866460.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 74_209_337 clone-lib P7, complete sequence"
KF866461.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 75_202_336 clone-lib P7, complete sequence"
KF866462.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 76_197_336 clone-lib P7, complete sequence"
KF866463.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 77_195_335 clone-lib P7, complete sequence"
KF866464.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 78_190_337 clone-lib P7, complete sequence"
KF866465.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 79_190_335 clone-lib P7, complete sequence"
KF866466.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 80_185_336 clone-lib P7, complete sequence"
KF866467.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 81_185_335 clone-lib P7, complete sequence"
KF866468.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 82_184_336 clone-lib P7, complete sequence"
KF866469.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 83_180_336 clone-lib P7, complete sequence"
KF866470.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 84_180_336 clone-lib P7, complete sequence"
KF866471.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 85_178_336 clone-lib P7, complete sequence"
KF866472.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 86_174_336 clone-lib P7, complete sequence"
KF866473.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 87_173_337 clone-lib P7, complete sequence"
KF866474.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 88_170_336 clone-lib P7, complete sequence"
KF866475.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 89_167_337 clone-lib P7, complete sequence"
KF866476.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 90_166_336 clone-lib P7, complete sequence"
KF866477.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 91_165_335 clone-lib P7, complete sequence"
KF866478.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 92_162_336 clone-lib P7, complete sequence"
KF866479.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 93_161_335 clone-lib P7, complete sequence"
KF866480.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 94_159_336 clone-lib P7, complete sequence"
KF866481.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 95_158_336 clone-lib P7, complete sequence"
KF866482.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 96_156_337 clone-lib P7, complete sequence"
KF866483.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 97_154_337 clone-lib P7, complete sequence"
KF866484.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,336,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 98_154_336 clone-lib P7, complete sequence"
KF866485.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,335,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 99_152_335 clone-lib P7, complete sequence"
KF866486.1,,"Glouzon,J.P., Bolduc,F., Wang,S., Najmanovich,R.J., Perreault,J.P., Glouzon,J.-P.S., Najmanovich,R., Perreault,J.-P.",2014-02-07T00:00:00Z,,Peach latent mosaic viroid,Pelamoviroid,Avsunviroidae,ssRNA,337,GenBank,complete,,,1,,,,,,,,"Peach latent mosaic viroid clone 100_151_337 clone-lib P7, complete sequence"
