MT993977.1	MT993977.1
KF868415.1	KF867463.1
KF868415.1	KF867464.1
KF868415.1	KF867465.1
KF868415.1	KF867466.1
KF868415.1	KF867467.1
KF868415.1	KF867468.1
KF868415.1	KF867471.1
KF868415.1	KF867472.1
KF868415.1	KF867474.1
KF868415.1	KF867475.1
KF868415.1	KF867476.1
KF868415.1	KF867477.1
KF868415.1	KF867478.1
KF868415.1	KF867479.1
KF868415.1	KF867480.1
KF868415.1	KF867481.1
KF868415.1	KF867484.1
KF868415.1	KF867485.1
KF868415.1	KF867486.1
KF868415.1	KF867487.1
KF868415.1	KF867488.1
KF868415.1	KF867489.1
KF868415.1	KF867490.1
KF868415.1	KF867492.1
KF868415.1	KF867493.1
KF868415.1	KF867496.1
KF868415.1	KF867497.1
KF868415.1	KF867498.1
KF868415.1	KF867499.1
KF868415.1	KF867500.1
KF868415.1	KF867501.1
KF868415.1	KF867502.1
KF868415.1	KF867503.1
KF868415.1	KF867504.1
KF868415.1	KF867505.1
KF868415.1	KF867506.1
KF868415.1	KF867509.1
KF868415.1	KF867510.1
KF868415.1	KF867511.1
KF868415.1	KF867512.1
KF868415.1	KF867513.1
KF868415.1	KF867514.1
KF868415.1	KF867515.1
KF868415.1	KF867516.1
KF868415.1	KF867517.1
KF868415.1	KF867518.1
KF868415.1	KF867519.1
KF868415.1	KF867522.1
KF868415.1	KF867523.1
KF868415.1	KF867430.1
KF868415.1	KF867524.1
KF868415.1	KF867525.1
KF868415.1	KF867526.1
KF868415.1	KF867527.1
KF868415.1	KF867529.1
KF868415.1	KF867530.1
KF868415.1	KF867531.1
KF868415.1	KF867532.1
KF868415.1	KF867534.1
KF868415.1	KF867535.1
KF868415.1	KF867536.1
KF868415.1	KF867537.1
KF868415.1	KF867538.1
KF868415.1	KF867539.1
KF868415.1	KF867540.1
KF868415.1	KF867541.1
KF868415.1	KF867542.1
KF868415.1	KF867543.1
KF868415.1	KF867544.1
KF868415.1	KF867545.1
KF868415.1	KF867546.1
KF868415.1	KF867548.1
KF868415.1	KF867549.1
KF868415.1	KF867550.1
KF868415.1	KF867551.1
KF868415.1	KF867552.1
KF868415.1	KF867553.1
KF868415.1	KF867554.1
KF868415.1	KF867555.1
KF868415.1	KF867556.1
KF868415.1	KF867558.1
KF868415.1	KF867560.1
KF868415.1	KF867561.1
KF868415.1	KF867563.1
KF868415.1	KF867565.1
KF868415.1	KF867567.1
KF868415.1	KF867569.1
KF868415.1	KF867570.1
KF868415.1	KF867571.1
KF868415.1	KF867574.1
KF868415.1	KF867575.1
KF868415.1	KF867576.1
KF868415.1	KF867579.1
KF868415.1	KF867580.1
KF868415.1	KF867581.1
KF868415.1	KF867582.1
KF868415.1	KF867583.1
KF868415.1	KF867584.1
KF868415.1	KF867585.1
KF868415.1	KF867586.1
KF868415.1	KF867587.1
KF868415.1	KF867588.1
KF868415.1	KF867589.1
KF868415.1	KF867592.1
KF868415.1	KF867593.1
KF868415.1	KF867594.1
KF868415.1	KF867595.1
KF868415.1	KF867596.1
KF868415.1	KF867597.1
KF868415.1	KF867598.1
KF868415.1	KF867599.1
KF868415.1	KF867600.1
KF868415.1	KF867601.1
KF868415.1	KF867602.1
KF868415.1	KF867603.1
KF868415.1	KF867604.1
KF868415.1	KF867605.1
KF868415.1	KF867606.1
KF868415.1	KF867607.1
KF868415.1	KF867608.1
KF868415.1	KF867609.1
KF868415.1	KF867610.1
KF868415.1	KF867614.1
KF868415.1	KF867615.1
KF868415.1	KF867616.1
KF868415.1	KF867617.1
KF868415.1	KF867618.1
KF868415.1	KF867619.1
KF868415.1	KF867620.1
KF868415.1	KF867621.1
KF868415.1	KF867622.1
KF868415.1	KF867625.1
KF868415.1	KF867626.1
KF868415.1	KF867627.1
KF868415.1	KF867628.1
KF868415.1	KF867961.1
KF868415.1	KF868254.1
KF868415.1	KF867629.1
KF868415.1	KF867630.1
KF868415.1	KF867631.1
KF868415.1	KF867632.1
KF868415.1	KF867633.1
KF868415.1	KF867634.1
KF868415.1	KF867635.1
KF868415.1	KF867636.1
KF868415.1	KF867638.1
KF868415.1	KF867640.1
KF868415.1	KF867641.1
KF868415.1	KF867642.1
KF868415.1	KF867971.1
KF868415.1	KF867643.1
KF868415.1	KF867644.1
KF868415.1	KF867645.1
KF868415.1	KF867647.1
KF868415.1	KF867648.1
KF868415.1	KF867649.1
KF868415.1	KF867650.1
KF868415.1	KF867651.1
KF868415.1	KF867652.1
KF868415.1	KF867653.1
KF868415.1	KF867654.1
KF868415.1	KF867655.1
KF868415.1	KF867656.1
KF868415.1	KF867657.1
KF868415.1	KF867658.1
KF868415.1	KF867659.1
KF868415.1	KF867660.1
KF868415.1	KF867661.1
KF868415.1	KF867969.1
KF868415.1	KF868264.1
KF868415.1	KF867662.1
KF868415.1	KF867663.1
KF868415.1	KF867664.1
KF868415.1	KF867665.1
KF868415.1	KF867666.1
KF868415.1	KF867667.1
KF868415.1	KF867668.1
KF868415.1	KF867646.1
KF868415.1	KF867669.1
KF868415.1	KF867671.1
KF868415.1	KF867672.1
KF868415.1	KF867674.1
KF868415.1	KF867675.1
KF868415.1	KF866947.1
KF868415.1	KF867096.1
KF868415.1	KF867099.1
KF868415.1	KF867748.1
KF868415.1	KF867843.1
KF868415.1	KF867676.1
KF868415.1	KF867677.1
KF868415.1	KF867678.1
KF868415.1	KF867679.1
KF868415.1	KF867682.1
KF868415.1	KF867683.1
KF868415.1	KF867684.1
KF868415.1	KF867685.1
KF868415.1	KF867686.1
KF868415.1	KF867689.1
KF868415.1	KF867691.1
KF868415.1	KF867693.1
KF868415.1	KF867694.1
KF868415.1	KF867696.1
KF868415.1	KF867697.1
KF868415.1	KF867698.1
KF868415.1	KF867703.1
KF868415.1	KF867705.1
KF868415.1	KF867706.1
KF868415.1	KF867707.1
KF868415.1	KF867708.1
KF868415.1	KF867709.1
KF868415.1	KF867711.1
KF868415.1	KF867713.1
KF868415.1	KF867714.1
KF868415.1	KF867715.1
KF868415.1	KF867716.1
KF868415.1	KF867717.1
KF868415.1	KF867718.1
KF868415.1	KF867719.1
KF868415.1	KF867720.1
KF868415.1	KF867721.1
KF868415.1	KF867722.1
KF868415.1	KF867723.1
KF868415.1	KF867724.1
KF868415.1	KF867725.1
KF868415.1	KF867726.1
KF868415.1	KF867727.1
KF868415.1	KF867728.1
KF868415.1	KF867729.1
KF868415.1	KF867730.1
KF868415.1	KF867731.1
KF868415.1	KF867732.1
KF868415.1	KF867733.1
KF868415.1	KF867734.1
KF868415.1	KF867735.1
KF868415.1	KF867736.1
KF868415.1	KF867737.1
KF868415.1	KF867590.1
KF868415.1	KF867738.1
KF868415.1	KF867739.1
KF868415.1	KF867740.1
KF868415.1	KF867741.1
KF868415.1	KF867742.1
KF868415.1	KF867743.1
KF868415.1	KF867744.1
KF868415.1	KF867746.1
KF868415.1	KF867747.1
KF868415.1	KF867749.1
KF868415.1	KF867750.1
KF868415.1	KF867751.1
KF868415.1	KF867752.1
KF868415.1	KF867753.1
KF868415.1	KF867754.1
KF868415.1	KF867755.1
KF868415.1	KF867756.1
KF868415.1	KF867757.1
KF868415.1	KF867758.1
KF868415.1	KF867759.1
KF868415.1	KF867760.1
KF868415.1	KF867761.1
KF868415.1	KF867762.1
KF868415.1	KF867763.1
KF868415.1	KF867764.1
KF868415.1	KF867765.1
KF868415.1	KF867766.1
KF868415.1	KF867767.1
KF868415.1	KF867768.1
KF868415.1	KF867769.1
KF868415.1	KF867770.1
KF868415.1	KF867771.1
KF868415.1	KF867772.1
KF868415.1	KF867773.1
KF868415.1	KF867774.1
KF868415.1	KF867775.1
KF868415.1	KF867776.1
KF868415.1	KF867777.1
KF868415.1	KF867778.1
KF868415.1	KF867779.1
KF868415.1	KF867781.1
KF868415.1	KF867782.1
KF868415.1	KF867783.1
KF868415.1	KF867784.1
KF868415.1	KF867786.1
KF868415.1	KF867787.1
KF868415.1	KF867788.1
KF868415.1	KF867789.1
KF868415.1	KF867790.1
KF868415.1	KF867792.1
KF868415.1	KF867793.1
KF868415.1	KF867794.1
KF868415.1	KF867795.1
KF868415.1	KF867796.1
KF868415.1	KF867797.1
KF868415.1	KF867798.1
KF868415.1	KF867799.1
KF868415.1	KF867800.1
KF868415.1	KF867801.1
KF868415.1	KF867804.1
KF868415.1	KF866904.1
KF868415.1	KF867805.1
KF868415.1	KF867806.1
KF868415.1	KF867807.1
KF868415.1	KF867808.1
KF868415.1	KF867996.1
KF868415.1	KF868174.1
KF868415.1	KF867811.1
KF868415.1	KF867812.1
KF868415.1	KF867813.1
KF868415.1	KF867814.1
KF868415.1	KF867815.1
KF868415.1	KF867816.1
KF868415.1	KF867818.1
KF868415.1	KF867819.1
KF868415.1	KF867820.1
KF868415.1	KF867821.1
KF868415.1	KF867822.1
KF868415.1	KF867823.1
KF868415.1	KF867824.1
KF868415.1	KF867825.1
KF868415.1	KF867826.1
KF868415.1	KF867827.1
KF868415.1	KF867828.1
KF868415.1	KF867829.1
KF868415.1	KF867059.1
KF868415.1	KF867830.1
KF868415.1	KF867832.1
KF868415.1	KF867833.1
KF868415.1	KF867834.1
KF868415.1	KF867835.1
KF868415.1	KF867836.1
KF868415.1	KF867837.1
KF868415.1	KF867838.1
KF868415.1	KF867839.1
KF868415.1	KF867840.1
KF868415.1	KF867841.1
KF868415.1	KF867842.1
KF868415.1	KF867844.1
KF868415.1	KF867845.1
KF868415.1	KF867847.1
KF868415.1	KF867848.1
KF868415.1	KF867849.1
KF868415.1	KF867851.1
KF868415.1	KF867852.1
KF868415.1	KF867853.1
KF868415.1	KF867854.1
KF868415.1	KF867856.1
KF868415.1	KF867857.1
KF868415.1	KF867858.1
KF868415.1	KF867859.1
KF868415.1	KF867862.1
KF868415.1	KF867863.1
KF868415.1	KF867864.1
KF868415.1	KF867865.1
KF868415.1	KF867866.1
KF868415.1	KF867867.1
KF868415.1	KF867868.1
KF868415.1	KF867869.1
KF868415.1	KF867870.1
KF868415.1	KF867871.1
KF868415.1	KF867872.1
KF868415.1	KF867875.1
KF868415.1	KF867876.1
KF868415.1	KF867877.1
KF868415.1	KF867878.1
KF868415.1	KF867879.1
KF868415.1	KF867880.1
KF868415.1	KF867881.1
KF868415.1	KF867882.1
KF868415.1	KF867884.1
KF868415.1	KF867885.1
KF868415.1	KF867886.1
KF868415.1	KF867887.1
KF868415.1	KF867888.1
KF868415.1	KF867889.1
KF868415.1	KF867890.1
KF868415.1	KF867891.1
KF868415.1	KF867892.1
KF868415.1	KF867893.1
KF868415.1	KF867894.1
KF868415.1	KF867895.1
KF868415.1	KF867896.1
KF868415.1	KF867482.1
KF868415.1	KF867898.1
KF868415.1	KF867897.1
KF868415.1	KF867900.1
KF868415.1	KF867901.1
KF868415.1	KF867902.1
KF868415.1	KF867903.1
KF868415.1	KF867904.1
KF868415.1	KF867905.1
KF868415.1	KF867906.1
KF868415.1	KF867907.1
KF868415.1	KF867908.1
KF868415.1	KF867909.1
KF868415.1	KF867910.1
KF868415.1	KF867911.1
KF868415.1	KF867912.1
KF868415.1	KF867913.1
KF868415.1	KF867914.1
KF868415.1	KF867915.1
KF868415.1	KF867916.1
KF868415.1	KF867917.1
KF868415.1	KF867918.1
KF868415.1	KF867919.1
KF868415.1	KF867920.1
KF868415.1	KF867921.1
KF868415.1	KF867922.1
KF868415.1	KF867923.1
KF868415.1	KF867924.1
KF868415.1	KF867927.1
KF868415.1	KF867928.1
KF868415.1	KF867931.1
KF868415.1	KF867932.1
KF868415.1	KF867933.1
KF868415.1	KF867934.1
KF868415.1	KF867935.1
KF868415.1	KF867936.1
KF868415.1	KF867937.1
KF868415.1	KF867938.1
KF868415.1	KF867939.1
KF868415.1	KF867940.1
KF868415.1	KF867941.1
KF868415.1	KF867942.1
KF868415.1	KF867943.1
KF868415.1	KF867944.1
KF868415.1	KF867945.1
KF868415.1	KF867946.1
KF868415.1	KF867947.1
KF868415.1	KF867948.1
KF868415.1	KF867949.1
KF868415.1	KF867950.1
KF868415.1	KF867951.1
KF868415.1	KF867952.1
KF868415.1	KF867953.1
KF868415.1	KF867954.1
KF868415.1	KF867955.1
KF868415.1	KF867957.1
KF868415.1	KF867959.1
KF868415.1	KF867960.1
KF868415.1	KF866983.1
KF868415.1	KF867962.1
KF868415.1	KF866437.1
KF868415.1	KF866477.1
KF868415.1	KF866492.1
KF868415.1	KF866737.1
KF868415.1	KF866958.1
KF868415.1	KF867030.1
KF868415.1	KF867114.1
KF868415.1	KF867276.1
KF868415.1	KF867557.1
KF868415.1	KF867578.1
KF868415.1	KF867690.1
KF868415.1	KF867692.1
KF868415.1	KF867695.1
KF868415.1	KF867855.1
KF868415.1	KF868083.1
KF868415.1	KF868255.1
KF868415.1	KF868391.1
KF868415.1	JX479329.2
KF868415.1	KF867963.1
KF868415.1	KF867964.1
KF868415.1	KF867965.1
KF868415.1	KF867966.1
KF868415.1	KF867967.1
KF868415.1	KF867968.1
KF868415.1	KF867970.1
KF868415.1	KF867972.1
KF868415.1	KF867973.1
KF868415.1	KF867974.1
KF868415.1	KF867976.1
KF868415.1	KF867977.1
KF868415.1	KF867978.1
KF868415.1	KF867979.1
KF868415.1	KF867980.1
KF868415.1	KF867982.1
KF868415.1	KF867984.1
KF868415.1	KF867985.1
KF868415.1	KF867986.1
KF868415.1	KF867987.1
KF868415.1	KF867988.1
KF868415.1	KF867989.1
KF868415.1	KF867990.1
KF868415.1	KF867991.1
KF868415.1	KF867992.1
KF868415.1	KF867993.1
KF868415.1	KF867994.1
KF868415.1	KF867995.1
KF868415.1	KF867999.1
KF868415.1	KF868000.1
KF868415.1	KF868001.1
KF868415.1	KF868002.1
KF868415.1	KF868003.1
KF868415.1	KF868004.1
KF868415.1	KF868005.1
KF868415.1	KF868006.1
KF868415.1	KF868007.1
KF868415.1	KF868008.1
KF868415.1	KF868009.1
KF868415.1	KF868010.1
KF868415.1	KF868011.1
KF868415.1	KF868012.1
KF868415.1	KF868013.1
KF868415.1	KF868014.1
KF868415.1	KF868015.1
KF868415.1	KF868016.1
KF868415.1	KF868017.1
KF868415.1	KF868018.1
KF868415.1	KF868019.1
KF868415.1	KF868020.1
KF868415.1	KF868021.1
KF868415.1	KF868022.1
KF868415.1	KF868024.1
KF868415.1	KF868025.1
KF868415.1	KF868027.1
KF868415.1	KF868028.1
KF868415.1	KF868030.1
KF868415.1	KF868031.1
KF868415.1	KF868032.1
KF868415.1	KF868033.1
KF868415.1	KF868034.1
KF868415.1	KF867809.1
KF868415.1	KF868035.1
KF868415.1	KF868036.1
KF868415.1	KF868037.1
KF868415.1	KF868038.1
KF868415.1	KF868039.1
KF868415.1	KF868040.1
KF868415.1	KF868041.1
KF868415.1	KF868042.1
KF868415.1	KF868043.1
KF868415.1	KF868044.1
KF868415.1	KF868045.1
KF868415.1	KF868046.1
KF868415.1	KF868047.1
KF868415.1	KF868048.1
KF868415.1	KF868049.1
KF868415.1	KF868051.1
KF868415.1	KF868052.1
KF868415.1	KF868053.1
KF868415.1	KF868054.1
KF868415.1	KF868056.1
KF868415.1	KF868057.1
KF868415.1	KF868058.1
KF868415.1	KF868059.1
KF868415.1	KF868060.1
KF868415.1	KF868061.1
KF868415.1	KF868065.1
KF868415.1	KF868066.1
KF868415.1	KF868067.1
KF868415.1	KF868068.1
KF868415.1	KF868069.1
KF868415.1	KF868070.1
KF868415.1	KF868073.1
KF868415.1	KF868074.1
KF868415.1	KF868075.1
KF868415.1	KF868076.1
KF868415.1	KF868077.1
KF868415.1	KF868080.1
KF868415.1	KF868081.1
KF868415.1	KF868082.1
KF868415.1	KF868084.1
KF868415.1	KF868085.1
KF868415.1	KF866547.1
KF868415.1	KF866849.1
KF868415.1	KF867212.1
KF868415.1	KF867700.1
KF868415.1	KF868409.1
KF868415.1	KF868086.1
KF868415.1	KF868087.1
KF868415.1	KF868090.1
KF868415.1	KF868091.1
KF868415.1	KF868092.1
KF868415.1	KF868093.1
KF868415.1	KF868095.1
KF868415.1	KF868096.1
KF868415.1	KF868097.1
KF868415.1	KF868098.1
KF868415.1	KF868099.1
KF868415.1	KF868102.1
KF868415.1	KF868103.1
KF868415.1	KF867712.1
KF868415.1	KF868104.1
KF868415.1	KF868105.1
KF868415.1	KF868108.1
KF868415.1	KF868109.1
KF868415.1	KF868110.1
KF868415.1	KF868111.1
KF868415.1	KF868112.1
KF868415.1	KF868113.1
KF868415.1	KF868114.1
KF868415.1	KF868115.1
KF868415.1	KF868116.1
KF868415.1	KF868117.1
KF868415.1	KF868118.1
KF868415.1	KF868119.1
KF868415.1	KF868120.1
KF868415.1	KF868125.1
KF868415.1	KF868126.1
KF868415.1	KF868127.1
KF868415.1	KF868128.1
KF868415.1	KF868129.1
KF868415.1	KF868130.1
KF868415.1	KF868131.1
KF868415.1	KF868134.1
KF868415.1	KF868135.1
KF868415.1	KF868136.1
KF868415.1	KF868137.1
KF868415.1	KF868141.1
KF868415.1	KF868142.1
KF868415.1	KF868143.1
KF868415.1	KF868144.1
KF868415.1	KF868145.1
KF868415.1	KF868146.1
KF868415.1	KF868147.1
KF868415.1	KF868149.1
KF868415.1	KF868150.1
KF868415.1	KF868151.1
KF868415.1	KF868152.1
KF868415.1	KF868153.1
KF868415.1	KF868154.1
KF868415.1	KF868155.1
KF868415.1	KF868156.1
KF868415.1	KF868157.1
KF868415.1	KF868158.1
KF868415.1	KF868159.1
KF868415.1	KF868160.1
KF868415.1	KF868161.1
KF868415.1	KF868162.1
KF868415.1	KF868163.1
KF868415.1	KF868164.1
KF868415.1	KF868165.1
KF868415.1	KF868166.1
KF868415.1	KF868167.1
KF868415.1	KF868168.1
KF868415.1	KF868169.1
KF868415.1	KF868170.1
KF868415.1	KF868171.1
KF868415.1	KF868172.1
KF868415.1	KF868173.1
KF868415.1	KF868175.1
KF868415.1	KF868176.1
KF868415.1	KF868177.1
KF868415.1	KF868178.1
KF868415.1	KF868179.1
KF868415.1	KF868180.1
KF868415.1	KF868181.1
KF868415.1	KF868182.1
KF868415.1	KF868183.1
KF868415.1	KF868184.1
KF868415.1	KF868185.1
KF868415.1	KF868186.1
KF868415.1	KF868187.1
KF868415.1	KF868188.1
KF868415.1	KF868189.1
KF868415.1	KF868190.1
KF868415.1	KF868191.1
KF868415.1	KF868192.1
KF868415.1	KF868193.1
KF868415.1	KF868194.1
KF868415.1	KF868195.1
KF868415.1	KF868196.1
KF868415.1	KF868197.1
KF868415.1	KF868198.1
KF868415.1	KF868199.1
KF868415.1	KF868201.1
KF868415.1	KF868202.1
KF868415.1	KF868203.1
KF868415.1	KF868204.1
KF868415.1	KF868205.1
KF868415.1	KF868206.1
KF868415.1	KF868207.1
KF868415.1	KF868208.1
KF868415.1	KF868209.1
KF868415.1	KF868210.1
KF868415.1	KF868211.1
KF868415.1	KF868212.1
KF868415.1	KF868214.1
KF868415.1	KF868215.1
KF868415.1	KF868216.1
KF868415.1	KF868217.1
KF868415.1	KF868218.1
KF868415.1	KF868219.1
KF868415.1	KF868221.1
KF868415.1	KF868222.1
KF868415.1	KF868223.1
KF868415.1	KF868224.1
KF868415.1	KF868225.1
KF868415.1	KF868226.1
KF868415.1	KF868227.1
KF868415.1	KF868228.1
KF868415.1	KF868229.1
KF868415.1	KF868230.1
KF868415.1	KF868231.1
KF868415.1	KF868232.1
KF868415.1	KF868233.1
KF868415.1	KF868235.1
KF868415.1	KF868234.1
KF868415.1	KF868236.1
KF868415.1	KF868237.1
KF868415.1	KF868239.1
KF868415.1	KF868240.1
KF868415.1	KF868241.1
KF868415.1	KF868242.1
KF868415.1	KF868243.1
KF868415.1	KF868244.1
KF868415.1	KF868245.1
KF868415.1	KF868246.1
KF868415.1	KF868249.1
KF868415.1	KF867050.1
KF868415.1	KF867460.1
KF868415.1	KF867507.1
KF868415.1	KF867508.1
KF868415.1	KF867861.1
KF868415.1	KF867956.1
KF868415.1	KF868121.1
KF868415.1	KF868398.1
KF868415.1	KF868421.1
KF868415.1	KF868250.1
KF868415.1	KF866575.1
KF868415.1	KF868251.1
KF868415.1	KF868253.1
KF868415.1	KF868256.1
KF868415.1	KF866434.1
KF868415.1	KF866456.1
KF868415.1	KF866465.1
KF868415.1	KF866649.1
KF868415.1	KF866685.1
KF868415.1	KF866721.1
KF868415.1	KF866787.1
KF868415.1	KF867000.1
KF868415.1	KF867001.1
KF868415.1	KF867042.1
KF868415.1	KF867162.1
KF868415.1	KF867166.1
KF868415.1	KF867211.1
KF868415.1	KF867229.1
KF868415.1	KF867274.1
KF868415.1	KF867277.1
KF868415.1	KF867301.1
KF868415.1	KF867349.1
KF868415.1	KF867353.1
KF868415.1	KF867446.1
KF868415.1	KF867451.1
KF868415.1	KF867559.1
KF868415.1	KF867562.1
KF868415.1	KF867681.1
KF868415.1	KF867687.1
KF868415.1	KF867688.1
KF868415.1	KF867785.1
KF868415.1	KF867846.1
KF868415.1	KF867850.1
KF868415.1	KF867883.1
KF868415.1	KF868064.1
KF868415.1	KF868071.1
KF868415.1	KF868072.1
KF868415.1	KF868078.1
KF868415.1	KF868079.1
KF868415.1	KF868378.1
KF868415.1	KF868387.1
KF868415.1	KF868257.1
KF868415.1	KF868258.1
KF868415.1	KF868259.1
KF868415.1	KF868260.1
KF868415.1	KF868261.1
KF868415.1	KF868262.1
KF868415.1	KF868263.1
KF868415.1	KF868265.1
KF868415.1	KF868266.1
KF868415.1	KF868267.1
KF868415.1	KF868268.1
KF868415.1	KF868269.1
KF868415.1	KF868271.1
KF868415.1	KF868272.1
KF868415.1	KF868273.1
KF868415.1	KF868274.1
KF868415.1	KF868275.1
KF868415.1	KF868276.1
KF868415.1	KF868277.1
KF868415.1	KF868279.1
KF868415.1	KF868280.1
KF868415.1	KF868281.1
KF868415.1	KF868282.1
KF868415.1	KF868283.1
KF868415.1	KF868284.1
KF868415.1	KF868285.1
KF868415.1	KF867745.1
KF868415.1	KF868286.1
KF868415.1	KF868287.1
KF868415.1	KF868288.1
KF868415.1	KF868289.1
KF868415.1	KF868290.1
KF868415.1	KF868291.1
KF868415.1	KF868292.1
KF868415.1	KF868293.1
KF868415.1	KF868294.1
KF868415.1	KF868295.1
KF868415.1	KF868296.1
KF868415.1	KF868297.1
KF868415.1	KF868298.1
KF868415.1	KF868299.1
KF868415.1	KF868300.1
KF868415.1	KF868301.1
KF868415.1	KF868302.1
KF868415.1	KF868303.1
KF868415.1	KF868304.1
KF868415.1	KF868305.1
KF868415.1	KF868306.1
KF868415.1	KF868307.1
KF868415.1	KF868309.1
KF868415.1	KF868310.1
KF868415.1	KF868311.1
KF868415.1	KF868312.1
KF868415.1	KF868313.1
KF868415.1	KF868314.1
KF868415.1	KF868316.1
KF868415.1	KF868317.1
KF868415.1	KF868318.1
KF868415.1	KF868319.1
KF868415.1	KF868320.1
KF868415.1	KF868321.1
KF868415.1	KF868322.1
KF868415.1	KF868323.1
KF868415.1	KF868324.1
KF868415.1	KF868325.1
KF868415.1	KF868326.1
KF868415.1	KF868327.1
KF868415.1	KF868328.1
KF868415.1	KF868329.1
KF868415.1	KF868330.1
KF868415.1	KF868331.1
KF868415.1	KF868332.1
KF868415.1	KF868333.1
KF868415.1	KF868334.1
KF868415.1	KF868335.1
KF868415.1	KF868336.1
KF868415.1	KF868337.1
KF868415.1	KF868338.1
KF868415.1	KF868339.1
KF868415.1	KF868340.1
KF868415.1	KF868341.1
KF868415.1	KF868342.1
KF868415.1	KF868023.1
KF868415.1	KF868343.1
KF868415.1	KF868345.1
KF868415.1	KF868347.1
KF868415.1	KF868348.1
KF868415.1	KF868349.1
KF868415.1	KF868350.1
KF868415.1	KF868352.1
KF868415.1	KF868353.1
KF868415.1	KF868354.1
KF868415.1	KF868355.1
KF868415.1	KF868356.1
KF868415.1	KF868357.1
KF868415.1	KF868358.1
KF868415.1	KF868359.1
KF868415.1	KF868360.1
KF868415.1	KF868361.1
KF868415.1	KF868362.1
KF868415.1	KF868363.1
KF868415.1	KF868364.1
KF868415.1	KF868365.1
KF868415.1	KF868367.1
KF868415.1	KF868368.1
KF868415.1	KF868369.1
KF868415.1	KF868370.1
KF868415.1	KF868371.1
KF868415.1	KF868372.1
KF868415.1	KF868373.1
KF868415.1	KF868374.1
KF868415.1	KF868375.1
KF868415.1	KF868376.1
KF868415.1	KF868377.1
KF868415.1	KF868379.1
KF868415.1	KF868380.1
KF868415.1	KF868381.1
KF868415.1	KF868382.1
KF868415.1	KF868383.1
KF868415.1	KF868384.1
KF868415.1	KF868385.1
KF868415.1	KF868386.1
KF868415.1	KF868388.1
KF868415.1	KF868389.1
KF868415.1	KF868390.1
KF868415.1	KF868392.1
KF868415.1	KF868393.1
KF868415.1	KF868394.1
KF868415.1	KX430155.1
KF868415.1	KF868395.1
KF868415.1	KF868396.1
KF868415.1	KF868397.1
KF868415.1	KF868399.1
KF868415.1	KF868400.1
KF868415.1	KF868401.1
KF868415.1	KF868402.1
KF868415.1	KF868403.1
KF868415.1	KF868404.1
KF868415.1	KF868405.1
KF868415.1	KF868406.1
KF868415.1	KF868407.1
KF868415.1	KF868408.1
KF868415.1	KF868410.1
KF868415.1	KF868411.1
KF868415.1	KF868413.1
KF868415.1	KF868414.1
KF868415.1	KF868417.1
KF868415.1	KF868418.1
KF868415.1	KF868420.1
KF868415.1	KF868422.1
KF868415.1	KF868423.1
KF868415.1	KF868424.1
KF868415.1	KF868425.1
KF868415.1	KF868426.1
KF868415.1	KF868101.1
KF868415.1	KF868427.1
KF868415.1	KF868428.1
KF868415.1	KF868429.1
KF868415.1	KF868430.1
KF868415.1	KF868431.1
KF868415.1	KF868432.1
KF868415.1	KF868433.1
KF868415.1	KF868434.1
KF868415.1	KF868437.1
KF868415.1	KF868439.1
KF868415.1	KF868440.1
KF868415.1	KF868441.1
KF868415.1	KF868445.1
KF868415.1	KF868446.1
KF868415.1	KF868447.1
KF868415.1	KF868448.1
KF868415.1	KF868449.1
KF868415.1	KF868450.1
KF868415.1	KF868451.1
KF868415.1	KF868452.1
KF868415.1	KF868453.1
KF868415.1	KF868454.1
KF868415.1	KF868455.1
KF868415.1	KF868456.1
KF868415.1	KF868457.1
KF868415.1	KF868458.1
KF868415.1	KF868459.1
KF868415.1	KF868460.1
KF868415.1	KF868461.1
KF868415.1	KF868462.1
KF868415.1	KF868463.1
KF868415.1	KF868464.1
KF868415.1	KF868465.1
KF868415.1	KF868466.1
KF868415.1	KF868467.1
KF868415.1	KF868468.1
KF868415.1	KF868469.1
KF868415.1	KF868470.1
KF868415.1	KF868471.1
KF868415.1	KF868472.1
KF868415.1	KF868473.1
KF868415.1	KF868474.1
KF868415.1	KF868477.1
KF868415.1	KF868479.1
KF868415.1	KF868481.1
KF868415.1	KF868483.1
KF868415.1	KF868486.1
KF868415.1	KF868487.1
KF868415.1	KF868488.1
KF868415.1	KF868490.1
KF868415.1	KF868493.1
KF868415.1	KF868494.1
KF868415.1	KF868497.1
KF868415.1	KF868498.1
KF868415.1	KF868499.1
KF868415.1	KF868500.1
KF868415.1	KF868502.1
KF868415.1	KF868505.1
KF868415.1	KF868506.1
KF868415.1	KF868509.1
KF868415.1	KF868514.1
KF868415.1	KF868515.1
KF868415.1	KF868516.1
KF868415.1	KF868517.1
KF868415.1	KF868518.1
KF868415.1	KF868519.1
KF868415.1	KF868520.1
KF868415.1	KF868523.1
KF868415.1	KF868524.1
KF868415.1	KF868525.1
KF868415.1	KF868527.1
KF868415.1	KF868529.1
KF868415.1	KF868531.1
KF868415.1	KF868532.1
KF868415.1	KF868533.1
KF868415.1	KF868534.1
KF868415.1	KF868535.1
KF868415.1	KF868536.1
KF868415.1	KF868540.1
KF868415.1	KF868755.1
KF868415.1	KF868815.1
KF868415.1	KF869003.1
KF868415.1	KF869133.1
KF868415.1	KF869349.1
KF868415.1	KF869379.1
KF868415.1	KF869442.1
